EncuestaID,RangoEdad,Genero,Departamento,SeleccionApoya,Jugador
641,18 - 24 Años,Masculino,Jutiapa,Brasil,Vinícius Júnior
641,18 - 24 Años,Masculino,Jutiapa,Brasil,Cristiano Ronaldo
641,18 - 24 Años,Masculino,Jutiapa,Brasil,Julián Álvarez
642,Menos De 18 Años,Femenino,San Marcos,Francia,Lamine Yamal
642,Menos De 18 Años,Femenino,San Marcos,Francia,Neymar Jr.
643,55 Años O Más,Femenino,Baja Verapaz,Portugal,Lionel Messi
643,55 Años O Más,Femenino,Baja Verapaz,Portugal,Cristiano Ronaldo
644,25 - 34 Años,Masculino,Guatemala,Francia,Cristiano Ronaldo
645,18 - 24 Años,Masculino,Quetzaltenango,Francia,Lamine Yamal
646,18 - 24 Años,Femenino,Quetzaltenango,España,Lionel Messi
647,25 - 34 Años,Femenino,Escuintla,Portugal,Christian Pulisic
648,Menos De 18 Años,Femenino,Guatemala,Alemania,Kylian Mbappé
648,Menos De 18 Años,Femenino,Guatemala,Alemania,Vinícius Júnior
649,55 Años O Más,Femenino,Guatemala,Alemania,Lionel Messi
649,55 Años O Más,Femenino,Guatemala,Alemania,Alphonso Davies
650,18 - 24 Años,Masculino,Suchitepéquez,Portugal,Lionel Messi
650,18 - 24 Años,Masculino,Suchitepéquez,Portugal,Kylian Mbappé
650,18 - 24 Años,Masculino,Suchitepéquez,Portugal,Jude Bellingham
651,25 - 34 Años,Femenino,Guatemala,Argentina,Kylian Mbappé
651,25 - 34 Años,Femenino,Guatemala,Argentina,Cristiano Ronaldo
652,35 - 44 Años,Femenino,Chimaltenango,Ghana,Ninguno
652,35 - 44 Años,Femenino,Chimaltenango,Ghana,Federico Valverde
652,35 - 44 Años,Femenino,Chimaltenango,Ghana,Neymar Jr.
653,55 Años O Más,Femenino,Alta Verapaz,Brasil,Harry Kane
653,55 Años O Más,Femenino,Alta Verapaz,Brasil,Federico Valverde
653,55 Años O Más,Femenino,Alta Verapaz,Brasil,Kylian Mbappé
654,35 - 44 Años,Masculino,Chimaltenango,España,Harry Kane
654,35 - 44 Años,Masculino,Chimaltenango,España,Cristiano Ronaldo
655,45 - 54 Años,Femenino,Guatemala,Inglaterra,Julián Álvarez
655,45 - 54 Años,Femenino,Guatemala,Inglaterra,Neymar Jr.
656,Menos De 18 Años,Masculino,Xela,México,Lionel Messi
657,25 - 34 Años,Masculino,Guatemala,Uzbekistán,Kylian Mbappé
657,25 - 34 Años,Masculino,Guatemala,Uzbekistán,Lionel Messi
657,25 - 34 Años,Masculino,Guatemala,Uzbekistán,Lamine Yamal
658,45 - 54 Años,Masculino,Chimaltenango,España,Lionel Messi
659,25 - 34 Años,Femenino,Quiché,Portugal,Kylian Mbappé
659,25 - 34 Años,Femenino,Quiché,Portugal,Julián Álvarez
660,35 - 44 Años,Femenino,Guatemala,Francia,Rodri
660,35 - 44 Años,Femenino,Guatemala,Francia,Cristiano Ronaldo
661,45 - 54 Años,Femenino,Zacapa,México,Kylian Mbappé
661,45 - 54 Años,Femenino,Zacapa,México,Vinícius Júnior
661,45 - 54 Años,Femenino,Zacapa,México,Cristiano Ronaldo
662,25 - 34 Años,Masculino,Guatemala,Inglaterra,Jude Bellingham
663,25 - 34 Años,Masculino,Chimaltenango,Uruguay,Neymar Jr.
664,35 - 44 Años,Masculino,Sacatepéquez,Colombia,Alphonso Davies
664,35 - 44 Años,Masculino,Sacatepéquez,Colombia,Neymar Jr.
664,35 - 44 Años,Masculino,Sacatepéquez,Colombia,Julián Álvarez
665,25 - 34 Años,Masculino,Chimaltenango,Brasil,Cristiano Ronaldo
665,25 - 34 Años,Masculino,Chimaltenango,Brasil,Jude Bellingham
666,Menos De 18 Años,Femenino,Guatemala,Portugal,Lionel Messi
667,35 - 44 Años,Femenino,Chimaltenango,Curaçao,Ninguno
668,35 - 44 Años,Masculino,Baja Verapaz,España,Federico Valverde
668,35 - 44 Años,Masculino,Baja Verapaz,España,Cristiano Ronaldo
669,35 - 44 Años,Prefiero No Indicarlo,Guatemala,Argentina,Kylian Mbappé
669,35 - 44 Años,Prefiero No Indicarlo,Guatemala,Argentina,Julián Álvarez
670,18 - 24 Años,Masculino,Guatemala,México,Lamine Yamal
671,18 - 24 Años,Masculino,Chimaltenango,Brasil,Rodri
671,18 - 24 Años,Masculino,Chimaltenango,Brasil,Federico Valverde
671,18 - 24 Años,Masculino,Chimaltenango,Brasil,Neymar Jr.
672,25 - 34 Años,Femenino,Alta Verapaz,Argentina,Rodri
672,25 - 34 Años,Femenino,Alta Verapaz,Argentina,Jude Bellingham
673,35 - 44 Años,Masculino,Guatemala,Francia,Neymar Jr.
674,25 - 34 Años,Masculino,El Progreso,Alemania,Ninguno
675,25 - 34 Años,Femenino,Escuintla,Argentina,Lamine Yamal
675,25 - 34 Años,Femenino,Escuintla,Argentina,Lionel Messi
675,25 - 34 Años,Femenino,Escuintla,Argentina,Cristiano Ronaldo
676,45 - 54 Años,Masculino,Retalhuleu,España,Lionel Messi
676,45 - 54 Años,Masculino,Retalhuleu,España,Cristiano Ronaldo
677,55 Años O Más,Femenino,Suchitepéquez,Argentina,Cristiano Ronaldo
677,55 Años O Más,Femenino,Suchitepéquez,Argentina,Jude Bellingham
678,45 - 54 Años,Femenino,Guatemala,Inglaterra,Christian Pulisic
679,Menos De 18 Años,Masculino,Sacatepéquez,Portugal,Cristiano Ronaldo
679,Menos De 18 Años,Masculino,Sacatepéquez,Portugal,Vinícius Júnior
680,55 Años O Más,Masculino,Escuintla,Francia,Rodri
680,55 Años O Más,Masculino,Escuintla,Francia,Federico Valverde
680,55 Años O Más,Masculino,Escuintla,Francia,Lionel Messi
681,18 - 24 Años,Masculino,Retalhuleu,España,Neymar Jr.
681,18 - 24 Años,Masculino,Retalhuleu,España,Lionel Messi
682,25 - 34 Años,Femenino,Guatemala,Portugal,Ninguno
683,35 - 44 Años,Femenino,Sololá,Inglaterra,Neymar Jr.
683,35 - 44 Años,Femenino,Sololá,Inglaterra,Lionel Messi
684,18 - 24 Años,Femenino,Suchitepéquez,Argentina,Kylian Mbappé
685,35 - 44 Años,Femenino,Jutiapa,Portugal,Lamine Yamal
686,25 - 34 Años,Masculino,Escuintla,México,Cristiano Ronaldo
686,25 - 34 Años,Masculino,Escuintla,México,Vinícius Júnior
686,25 - 34 Años,Masculino,Escuintla,México,Neymar Jr.
687,25 - 34 Años,Masculino,Sacatepéquez,México,Lamine Yamal
688,25 - 34 Años,Masculino,Guatemala,México,Christian Pulisic
688,25 - 34 Años,Masculino,Guatemala,México,Jude Bellingham
689,18 - 24 Años,Femenino,Suchitepéquez,Francia,Neymar Jr.
1961,18 - 24 Años,Masculino,Guatemala,Brasil,Julián Álvarez
691,25 - 34 Años,Femenino,Huehuetenango,Argentina,Lionel Messi
691,25 - 34 Años,Femenino,Huehuetenango,Argentina,Christian Pulisic
691,25 - 34 Años,Femenino,Huehuetenango,Argentina,Lamine Yamal
692,25 - 34 Años,Femenino,Sololá,Estados Unidos,Lamine Yamal
692,25 - 34 Años,Femenino,Sololá,Estados Unidos,Kylian Mbappé
693,Menos De 18 Años,Femenino,Guatemala,Argentina,Kylian Mbappé
694,45 - 54 Años,Masculino,Guatemala,Argentina,Kylian Mbappé
694,45 - 54 Años,Masculino,Guatemala,Argentina,Vinícius Júnior
694,45 - 54 Años,Masculino,Guatemala,Argentina,Harry Kane
695,Menos De 18 Años,Masculino,El Progreso,Francia,Cristiano Ronaldo
695,Menos De 18 Años,Masculino,El Progreso,Francia,Vinícius Júnior
696,35 - 44 Años,Masculino,Guatemala,España,Cristiano Ronaldo
697,18 - 24 Años,Femenino,Santa Rosa,Argentina,Neymar Jr.
697,18 - 24 Años,Femenino,Santa Rosa,Argentina,Lionel Messi
698,18 - 24 Años,Masculino,Chimaltenango, PORTUGAL ,Cristiano Ronaldo
698,18 - 24 Años,Masculino,Chimaltenango, PORTUGAL ,Kylian Mbappé
699,18 - 24 Años,Masculino,Alta Verapaz,Croacia,Julián Álvarez
699,18 - 24 Años,Masculino,Alta Verapaz,Croacia,Lionel Messi
700,35 - 44 Años,Femenino,Guatemala,México,Lionel Messi
701,45 - 54 Años,Masculino,Totonicapán,México,Harry Kane
702,25 - 34 Años,Femenino,Guatemala,Argentina,Cristiano Ronaldo
703,18 - 24 Años,Masculino,Guatemala,México,Christian Pulisic
703,18 - 24 Años,Masculino,Guatemala,México,Vinícius Júnior
704,25 - 34 Años,Femenino,Guatemala,Alemania,Cristiano Ronaldo
705,18 - 24 Años,Masculino,Sacatepéquez,Egipto,Julián Álvarez
705,18 - 24 Años,Masculino,Sacatepéquez,Egipto,Kylian Mbappé
705,18 - 24 Años,Masculino,Sacatepéquez,Egipto,Lionel Messi
706,45 - 54 Años,Masculino,Guatemala,Argentina,Lionel Messi
706,45 - 54 Años,Masculino,Guatemala,Argentina,Neymar Jr.
707,25 - 34 Años,Masculino,Guatemala,Japón,Cristiano Ronaldo
708,18 - 24 Años,Femenino,Guatemala,México,Kylian Mbappé
708,18 - 24 Años,Femenino,Guatemala,México,Lamine Yamal
709,25 - 34 Años,Femenino,El Progreso,Argentina,Cristiano Ronaldo
709,25 - 34 Años,Femenino,El Progreso,Argentina,Jude Bellingham
710,25 - 34 Años,Femenino,Chimaltenango,Argentina,Kylian Mbappé
710,25 - 34 Años,Femenino,Chimaltenango,Argentina,Neymar Jr.
711,55 Años O Más,Femenino,Sacatepéquez,Portugal,Christian Pulisic
712,Menos De 18 Años,Femenino,Sacatepéquez,Argentina,Lamine Yamal
713,35 - 44 Años,Masculino,Guatemala,Brasil,Harry Kane
713,35 - 44 Años,Masculino,Guatemala,Brasil,Rodri
713,35 - 44 Años,Masculino,Guatemala,Brasil,Vinícius Júnior
714,Menos De 18 Años,Masculino,Guatemala,España,Kylian Mbappé
715,25 - 34 Años,Masculino,Escuintla,Brasil,Neymar Jr.
716,35 - 44 Años,Masculino,Escuintla,España,Lionel Messi
716,35 - 44 Años,Masculino,Escuintla,España,Cristiano Ronaldo
716,35 - 44 Años,Masculino,Escuintla,España,Alphonso Davies
717,18 - 24 Años,Masculino,Petén,Brasil,Jude Bellingham
718,Menos De 18 Años,Femenino,Guatemala,Argentina,Alphonso Davies
718,Menos De 18 Años,Femenino,Guatemala,Argentina,Neymar Jr.
719,Menos De 18 Años,Femenino,Guatemala,Colombia,Lamine Yamal
719,Menos De 18 Años,Femenino,Guatemala,Colombia,Jude Bellingham
719,Menos De 18 Años,Femenino,Guatemala,Colombia,Neymar Jr.
720,45 - 54 Años,Masculino,Jalapa,España,Neymar Jr.
720,45 - 54 Años,Masculino,Jalapa,España,Lionel Messi
720,45 - 54 Años,Masculino,Jalapa,España,Harry Kane
721,45 - 54 Años,Masculino,Escuintla,Brasil,Cristiano Ronaldo
721,45 - 54 Años,Masculino,Escuintla,Brasil,Rodri
722,18 - 24 Años,Femenino,Guatemala,Brasil,Cristiano Ronaldo
723,45 - 54 Años,Femenino,Sacatepéquez,Brasil,Alphonso Davies
723,45 - 54 Años,Femenino,Sacatepéquez,Brasil,Lionel Messi
723,45 - 54 Años,Femenino,Sacatepéquez,Brasil,Kylian Mbappé
724,Menos De 18 Años,Masculino,Guatemala,Argentina,Lionel Messi
724,Menos De 18 Años,Masculino,Guatemala,Argentina,Lamine Yamal
724,Menos De 18 Años,Masculino,Guatemala,Argentina,Cristiano Ronaldo
725,45 - 54 Años,Masculino,Guatemala,Portugal,Vinícius Júnior
725,45 - 54 Años,Masculino,Guatemala,Portugal,Cristiano Ronaldo
725,45 - 54 Años,Masculino,Guatemala,Portugal,Alphonso Davies
726,35 - 44 Años,Femenino,Huehuetenango,Argentina,Jude Bellingham
726,35 - 44 Años,Femenino,Huehuetenango,Argentina,Harry Kane
727,45 - 54 Años,Masculino,Guatemala,Portugal,Julián Álvarez
727,45 - 54 Años,Masculino,Guatemala,Portugal,Neymar Jr.
728,35 - 44 Años,Masculino,Guatemala,Estados Unidos,Harry Kane
728,35 - 44 Años,Masculino,Guatemala,Estados Unidos,Neymar Jr.
729,18 - 24 Años,Masculino,Quetzaltenango,Brasil,Julián Álvarez
729,18 - 24 Años,Masculino,Quetzaltenango,Brasil,Kylian Mbappé
729,18 - 24 Años,Masculino,Quetzaltenango,Brasil,Neymar Jr.
730,25 - 34 Años,Femenino,Totonicapán,Brasil,Neymar Jr.
731,35 - 44 Años,Femenino,Sacatepéquez,Francia,Lionel Messi
732,25 - 34 Años,Femenino,Quetzaltenango,Brasil,Lionel Messi
732,25 - 34 Años,Femenino,Quetzaltenango,Brasil,Neymar Jr.
733,25 - 34 Años,Masculino,Guatemala,Portugal,Jude Bellingham
733,25 - 34 Años,Masculino,Guatemala,Portugal,Vinícius Júnior
733,25 - 34 Años,Masculino,Guatemala,Portugal,Cristiano Ronaldo
734,35 - 44 Años,Masculino,Guatemala,España,Neymar Jr.
734,35 - 44 Años,Masculino,Guatemala,España,Lionel Messi
734,35 - 44 Años,Masculino,Guatemala,España,Kylian Mbappé
735,18 - 24 Años,Masculino,Sacatepéquez,Argentina,Alphonso Davies
736,25 - 34 Años,Masculino,Guatemala, ARGENTINA ,Neymar Jr.
736,25 - 34 Años,Masculino,Guatemala, ARGENTINA ,Lamine Yamal
737,25 - 34 Años,Masculino,San Marcos,España,Kylian Mbappé
737,25 - 34 Años,Masculino,San Marcos,España,Neymar Jr.
737,25 - 34 Años,Masculino,San Marcos,España,Jude Bellingham
738,Menos De 18 Años,Masculino,Chimaltenango,Brasil,Neymar Jr.
739,35 - 44 Años,Femenino,Sacatepéquez,Brasil,Cristiano Ronaldo
740,25 - 34 Años,Femenino,Quetzaltenango,España,Christian Pulisic
740,25 - 34 Años,Femenino,Quetzaltenango,España,Lionel Messi
741,45 - 54 Años,Masculino,Sacatepéquez,Argentina,Lamine Yamal
741,45 - 54 Años,Masculino,Sacatepéquez,Argentina,Neymar Jr.
741,45 - 54 Años,Masculino,Sacatepéquez,Argentina,Vinícius Júnior
742,45 - 54 Años,Femenino,Escuintla,Alemania,Cristiano Ronaldo
743,35 - 44 Años,Femenino,Guatemala,Argentina,Lionel Messi
743,35 - 44 Años,Femenino,Guatemala,Argentina,Rodri
743,35 - 44 Años,Femenino,Guatemala,Argentina,Neymar Jr.
744,35 - 44 Años,Masculino,Guatemala,Brasil,Kylian Mbappé
744,35 - 44 Años,Masculino,Guatemala,Brasil,Neymar Jr.
745,18 - 24 Años,Masculino,Xela,Colombia,Cristiano Ronaldo
745,18 - 24 Años,Masculino,Xela,Colombia,Harry Kane
745,18 - 24 Años,Masculino,Xela,Colombia,Kylian Mbappé
746,18 - 24 Años,Femenino,Guatemala,Brasil,Harry Kane
747,18 - 24 Años,Masculino,El Progreso,Ghana,Rodri
748,25 - 34 Años,Prefiero No Indicarlo,Quetzaltenango,Estados Unidos,Vinícius Júnior
749,25 - 34 Años,Femenino,Suchitepéquez,Paraguay,Lamine Yamal
749,25 - 34 Años,Femenino,Suchitepéquez,Paraguay,Vinícius Júnior
750,25 - 34 Años,Femenino,Sacatepéquez,España,Lionel Messi
751,18 - 24 Años,Femenino,Santa Rosa,Argentina,Jude Bellingham
751,18 - 24 Años,Femenino,Santa Rosa,Argentina,Lionel Messi
751,18 - 24 Años,Femenino,Santa Rosa,Argentina,Neymar Jr.
752,35 - 44 Años,Masculino,Chimaltenango,Uruguay,Neymar Jr.
753,18 - 24 Años,Femenino,Escuintla,Francia,Lionel Messi
754,25 - 34 Años,Femenino,Guatemala,España,Julián Álvarez
754,25 - 34 Años,Femenino,Guatemala,España,Neymar Jr.
754,25 - 34 Años,Femenino,Guatemala,España,Vinícius Júnior
755,55 Años O Más,Masculino,Guatemala,España,Lionel Messi
756,25 - 34 Años,Masculino,Suchitepéquez,Argentina,Cristiano Ronaldo
757,18 - 24 Años,Femenino,Chimaltenango,Brasil,Neymar Jr.
757,18 - 24 Años,Femenino,Chimaltenango,Brasil,Cristiano Ronaldo
757,18 - 24 Años,Femenino,Chimaltenango,Brasil,Kylian Mbappé
758,35 - 44 Años,Femenino,Guatemala,Inglaterra,Neymar Jr.
759,55 Años O Más,Femenino,Escuintla,México,Rodri
759,55 Años O Más,Femenino,Escuintla,México,Cristiano Ronaldo
760,18 - 24 Años,Femenino,Guatemala,Brasil,Federico Valverde
761,35 - 44 Años,Masculino,Huehuetenango,España,Julián Álvarez
761,35 - 44 Años,Masculino,Huehuetenango,España,Lionel Messi
761,35 - 44 Años,Masculino,Huehuetenango,España,Neymar Jr.
762,45 - 54 Años,Masculino,Guatemala,Argentina,Ninguno
762,45 - 54 Años,Masculino,Guatemala,Argentina,Lamine Yamal
763,18 - 24 Años,Masculino,Guatemala,Francia,Lionel Messi
763,18 - 24 Años,Masculino,Guatemala,Francia,Harry Kane
764,25 - 34 Años,Femenino,Quetzaltenango,Estados Unidos,Lionel Messi
764,25 - 34 Años,Femenino,Quetzaltenango,Estados Unidos,Vinícius Júnior
764,25 - 34 Años,Femenino,Quetzaltenango,Estados Unidos,Cristiano Ronaldo
765,35 - 44 Años,Masculino,Guatemala,Brasil,Kylian Mbappé
765,35 - 44 Años,Masculino,Guatemala,Brasil,Federico Valverde
766,18 - 24 Años,Femenino,Alta Verapaz,Estados Unidos,Lamine Yamal
767,18 - 24 Años,Masculino,Jalapa,Francia,Kylian Mbappé
767,18 - 24 Años,Masculino,Jalapa,Francia,Cristiano Ronaldo
767,18 - 24 Años,Masculino,Jalapa,Francia,Jude Bellingham
768,35 - 44 Años,Femenino,Chimaltenango,Paraguay,Kylian Mbappé
768,35 - 44 Años,Femenino,Chimaltenango,Paraguay,Cristiano Ronaldo
769,25 - 34 Años,Femenino,Guatemala,Portugal,Cristiano Ronaldo
770,25 - 34 Años,Masculino,Sacatepéquez,Argentina,Rodri
771,35 - 44 Años,Masculino,Guatemala,Brasil,Lionel Messi
772,18 - 24 Años,Femenino,Guatemala,Jordania,Lionel Messi
772,18 - 24 Años,Femenino,Guatemala,Jordania,Christian Pulisic
772,18 - 24 Años,Femenino,Guatemala,Jordania,Kylian Mbappé
773,Menos De 18 Años,Masculino,Jutiapa,Brasil,Neymar Jr.
774,35 - 44 Años,Masculino,Guatemala,Inglaterra,Neymar Jr.
775,25 - 34 Años,Masculino,Baja Verapaz,México,Kylian Mbappé
776,25 - 34 Años,Masculino,Jutiapa,Brasil,Neymar Jr.
776,25 - 34 Años,Masculino,Jutiapa,Brasil,Lionel Messi
776,25 - 34 Años,Masculino,Jutiapa,Brasil,Kylian Mbappé
777,18 - 24 Años,Femenino,Guatemala,Jordania,Neymar Jr.
777,18 - 24 Años,Femenino,Guatemala,Jordania,Jude Bellingham
778,18 - 24 Años,Femenino,Guatemala,Francia,Kylian Mbappé
778,18 - 24 Años,Femenino,Guatemala,Francia,Neymar Jr.
778,18 - 24 Años,Femenino,Guatemala,Francia,Federico Valverde
779,18 - 24 Años,Masculino,Quetzaltenango,Portugal,Lionel Messi
779,18 - 24 Años,Masculino,Quetzaltenango,Portugal,Vinícius Júnior
779,18 - 24 Años,Masculino,Quetzaltenango,Portugal,Alphonso Davies
780,18 - 24 Años,Masculino,Guatemala,Argentina,Cristiano Ronaldo
781,25 - 34 Años,Femenino,Guatemala,México,Neymar Jr.
782,35 - 44 Años,Masculino,Retalhuleu, FRANCIA ,Lionel Messi
782,35 - 44 Años,Masculino,Retalhuleu, FRANCIA ,Jude Bellingham
782,35 - 44 Años,Masculino,Retalhuleu, FRANCIA ,Vinícius Júnior
783,35 - 44 Años,Masculino,Guatemala,Brasil,Neymar Jr.
784,18 - 24 Años,Masculino,Izabal,Francia,Kylian Mbappé
784,18 - 24 Años,Masculino,Izabal,Francia,Neymar Jr.
784,18 - 24 Años,Masculino,Izabal,Francia,Vinícius Júnior
785,25 - 34 Años,Masculino,Sacatepéquez, BRASIL ,Harry Kane
785,25 - 34 Años,Masculino,Sacatepéquez, BRASIL ,Jude Bellingham
786,25 - 34 Años,Masculino,Baja Verapaz,Brasil,Lionel Messi
786,25 - 34 Años,Masculino,Baja Verapaz,Brasil,Alphonso Davies
786,25 - 34 Años,Masculino,Baja Verapaz,Brasil,Cristiano Ronaldo
787,25 - 34 Años,Masculino,Sacatepéquez,Argentina,Christian Pulisic
787,25 - 34 Años,Masculino,Sacatepéquez,Argentina,Cristiano Ronaldo
788,18 - 24 Años,Femenino,Guatemala,Inglaterra,Neymar Jr.
788,18 - 24 Años,Femenino,Guatemala,Inglaterra,Alphonso Davies
788,18 - 24 Años,Femenino,Guatemala,Inglaterra,Lionel Messi
789,Menos De 18 Años,Femenino,Sacatepéquez,Portugal,Harry Kane
790,18 - 24 Años,Masculino,Santa Rosa,Colombia,Harry Kane
791,25 - 34 Años,Masculino,Guatemala,México,Cristiano Ronaldo
791,25 - 34 Años,Masculino,Guatemala,México,Ninguno
792,35 - 44 Años,Femenino,Chimaltenango,Alemania,Lionel Messi
793,Menos De 18 Años,Masculino,Sacatepéquez,México,Julián Álvarez
793,Menos De 18 Años,Masculino,Sacatepéquez,México,Lamine Yamal
794,25 - 34 Años,Femenino,Guatemala,Portugal,Kylian Mbappé
794,25 - 34 Años,Femenino,Guatemala,Portugal,Ninguno
795,35 - 44 Años,Masculino,Chimaltenango,Francia,Cristiano Ronaldo
795,35 - 44 Años,Masculino,Chimaltenango,Francia,Neymar Jr.
795,35 - 44 Años,Masculino,Chimaltenango,Francia,Lamine Yamal
796,25 - 34 Años,Masculino,Quetzaltenango,México,Neymar Jr.
796,25 - 34 Años,Masculino,Quetzaltenango,México,Lamine Yamal
797,25 - 34 Años,Masculino,Quiché,Canadá,Kylian Mbappé
798,45 - 54 Años,Masculino,Guatemala,México,Julián Álvarez
799,Menos De 18 Años,Femenino,Guatemala,Portugal,Lamine Yamal
800,25 - 34 Años,Masculino,Guatemala,Brasil,Jude Bellingham
800,25 - 34 Años,Masculino,Guatemala,Brasil,Lionel Messi
801,18 - 24 Años,Femenino,Sacatepéquez,México,Kylian Mbappé
801,18 - 24 Años,Femenino,Sacatepéquez,México,Alphonso Davies
801,18 - 24 Años,Femenino,Sacatepéquez,México,Rodri
802,Menos De 18 Años,Femenino,Sacatepéquez,Estados Unidos,Lionel Messi
802,Menos De 18 Años,Femenino,Sacatepéquez,Estados Unidos,Jude Bellingham
803,18 - 24 Años,Masculino,Escuintla,Argentina,Julián Álvarez
804,45 - 54 Años,Masculino,Quetzaltenango,Francia,Neymar Jr.
804,45 - 54 Años,Masculino,Quetzaltenango,Francia,Cristiano Ronaldo
805,25 - 34 Años,Femenino,Escuintla,México,Kylian Mbappé
805,25 - 34 Años,Femenino,Escuintla,México,Alphonso Davies
806,25 - 34 Años,Masculino,Huehuetenango,Argentina,Cristiano Ronaldo
806,25 - 34 Años,Masculino,Huehuetenango,Argentina,Kylian Mbappé
806,25 - 34 Años,Masculino,Huehuetenango,Argentina,Neymar Jr.
807,18 - 24 Años,Femenino,Sacatepéquez,Brasil,Lionel Messi
808,35 - 44 Años,Masculino,Baja Verapaz,Brasil,Lionel Messi
809,25 - 34 Años,Femenino,Guatemala,Uruguay,Jude Bellingham
809,25 - 34 Años,Femenino,Guatemala,Uruguay,Kylian Mbappé
809,25 - 34 Años,Femenino,Guatemala,Uruguay,Lionel Messi
810,18 - 24 Años,Femenino,Quetzaltenango,Irán,Christian Pulisic
810,18 - 24 Años,Femenino,Quetzaltenango,Irán,Vinícius Júnior
810,18 - 24 Años,Femenino,Quetzaltenango,Irán,Neymar Jr.
811,18 - 24 Años,Masculino,Sacatepéquez,México,Alphonso Davies
811,18 - 24 Años,Masculino,Sacatepéquez,México,Vinícius Júnior
811,18 - 24 Años,Masculino,Sacatepéquez,México,Rodri
812,55 Años O Más,Masculino,Guatemala,Brasil,Cristiano Ronaldo
813,18 - 24 Años,Masculino,Suchitepéquez,México,Cristiano Ronaldo
813,18 - 24 Años,Masculino,Suchitepéquez,México,Vinícius Júnior
814,18 - 24 Años,Masculino,Huehuetenango, TÜRKIYE ,Cristiano Ronaldo
815,25 - 34 Años,Masculino,Escuintla,México,Cristiano Ronaldo
815,25 - 34 Años,Masculino,Escuintla,México,Lionel Messi
815,25 - 34 Años,Masculino,Escuintla,México,Christian Pulisic
816,18 - 24 Años,Prefiero No Indicarlo,Guatemala,Brasil,Vinícius Júnior
816,18 - 24 Años,Prefiero No Indicarlo,Guatemala,Brasil,Cristiano Ronaldo
817,25 - 34 Años,Femenino,El Progreso,México,Lionel Messi
818,25 - 34 Años,Femenino,Guatemala,Estados Unidos,Jude Bellingham
819,25 - 34 Años,Femenino,Sacatepéquez,Portugal,Cristiano Ronaldo
820,25 - 34 Años,Femenino,Baja Verapaz,Francia,Lamine Yamal
821,45 - 54 Años,Masculino,Chimaltenango,Portugal,Vinícius Júnior
821,45 - 54 Años,Masculino,Chimaltenango,Portugal,Lionel Messi
821,45 - 54 Años,Masculino,Chimaltenango,Portugal,Neymar Jr.
822,18 - 24 Años,Masculino,Chimaltenango,Suecia,Lionel Messi
822,18 - 24 Años,Masculino,Chimaltenango,Suecia,Rodri
822,18 - 24 Años,Masculino,Chimaltenango,Suecia,Jude Bellingham
823,25 - 34 Años,Masculino,Guatemala,Argentina,Federico Valverde
823,25 - 34 Años,Masculino,Guatemala,Argentina,Neymar Jr.
824,45 - 54 Años,Femenino,Quetzaltenango,Francia,Cristiano Ronaldo
824,45 - 54 Años,Femenino,Quetzaltenango,Francia,Christian Pulisic
824,45 - 54 Años,Femenino,Quetzaltenango,Francia,Lionel Messi
825,25 - 34 Años,Femenino,Guatemala,España,Christian Pulisic
825,25 - 34 Años,Femenino,Guatemala,España,Julián Álvarez
826,25 - 34 Años,Masculino,Suchitepéquez,Francia,Neymar Jr.
826,25 - 34 Años,Masculino,Suchitepéquez,Francia,Federico Valverde
827,35 - 44 Años,Femenino,Jalapa,Francia,Lionel Messi
828,35 - 44 Años,Masculino,Zacapa,Argentina,Julián Álvarez
829,25 - 34 Años,Masculino,Santa Rosa,Portugal,Lionel Messi
830,18 - 24 Años,Femenino,Izabal,España,Christian Pulisic
830,18 - 24 Años,Femenino,Izabal,España,Lionel Messi
831,Menos De 18 Años,Femenino,Chiquimula,México,Federico Valverde
831,Menos De 18 Años,Femenino,Chiquimula,México,Lamine Yamal
831,Menos De 18 Años,Femenino,Chiquimula,México,Kylian Mbappé
832,35 - 44 Años,Femenino,Sololá,Uruguay,Vinícius Júnior
833,25 - 34 Años,Masculino,Guatemala,Haití,Lionel Messi
833,25 - 34 Años,Masculino,Guatemala,Haití,Neymar Jr.
834,45 - 54 Años,Masculino,Chiquimula,Argentina,Neymar Jr.
835,35 - 44 Años,Femenino,Chimaltenango,México,Lionel Messi
835,35 - 44 Años,Femenino,Chimaltenango,México,Vinícius Júnior
835,35 - 44 Años,Femenino,Chimaltenango,México,Neymar Jr.
836,35 - 44 Años,Masculino,Sacatepéquez,Estados Unidos,Lamine Yamal
836,35 - 44 Años,Masculino,Sacatepéquez,Estados Unidos,Vinícius Júnior
837,25 - 34 Años,Femenino,Guatemala,España,Jude Bellingham
837,25 - 34 Años,Femenino,Guatemala,España,Lionel Messi
838,35 - 44 Años,Masculino,Guatemala,Brasil,Neymar Jr.
839,25 - 34 Años,Femenino,Jutiapa,Brasil,Cristiano Ronaldo
839,25 - 34 Años,Femenino,Jutiapa,Brasil,Federico Valverde
839,25 - 34 Años,Femenino,Jutiapa,Brasil,Lamine Yamal
840,18 - 24 Años,Femenino,Guatemala,Francia,Lionel Messi
840,18 - 24 Años,Femenino,Guatemala,Francia,Cristiano Ronaldo
840,18 - 24 Años,Femenino,Guatemala,Francia,Jude Bellingham
841,35 - 44 Años,Masculino,Guatemala,Portugal,Federico Valverde
842,25 - 34 Años,Femenino,Chimaltenango,España,Lamine Yamal
